[2026-07-30 20:35:04] Buyuk koÅŸum basliyor: 780 hasta x 2 doz = 1560 trajectory hedefi (40dk pencere, 6 process)
  [943/1560] trajectory_id=943 hasta=471 doz=1.000 -> 17 kare, truncated=False
  [944/1560] trajectory_id=944 hasta=472 doz=0.100 -> 17 kare, truncated=False
  [945/1560] trajectory_id=941 hasta=470 doz=1.000 -> 17 kare, truncated=False
  [946/1560] trajectory_id=945 hasta=472 doz=1.000 -> 17 kare, truncated=False
  [947/1560] trajectory_id=946 hasta=473 doz=0.100 -> 17 kare, truncated=False
  [948/1560] trajectory_id=947 hasta=473 doz=1.000 -> 17 kare, truncated=False
  [949/1560] trajectory_id=949 hasta=474 doz=1.000 -> 17 kare, truncated=False
  [950/1560] trajectory_id=948 hasta=474 doz=0.100 -> 17 kare, truncated=False
[2026-07-31 00:36:09] 950/1560 trajectory tamamlandý (geçen süre 241.1 dk, tahmini kalan süre 154.8 dk)
  [951/1560] trajectory_id=950 hasta=475 doz=0.100 -> 17 kare, truncated=False
  [952/1560] trajectory_id=951 hasta=475 doz=1.000 -> 17 kare, truncated=False
  [953/1560] trajectory_id=952 hasta=476 doz=0.100 -> 17 kare, truncated=False
  [954/1560] trajectory_id=953 hasta=476 doz=1.000 -> 17 kare, truncated=False
  [955/1560] trajectory_id=954 hasta=477 doz=0.100 -> 17 kare, truncated=False
  [956/1560] trajectory_id=955 hasta=477 doz=1.000 -> 17 kare, truncated=False
  [957/1560] trajectory_id=956 hasta=478 doz=0.100 -> 17 kare, truncated=False
  [958/1560] trajectory_id=957 hasta=478 doz=1.000 -> 17 kare, truncated=False
  [959/1560] trajectory_id=958 hasta=479 doz=0.100 -> 17 kare, truncated=False
  [960/1560] trajectory_id=960 hasta=480 doz=0.100 -> 17 kare, truncated=False
  [961/1560] trajectory_id=961 hasta=480 doz=1.000 -> 17 kare, truncated=False
  [962/1560] trajectory_id=959 hasta=479 doz=1.000 -> 17 kare, truncated=False
  [963/1560] trajectory_id=962 hasta=481 doz=0.100 -> 17 kare, truncated=False
  [964/1560] trajectory_id=963 hasta=481 doz=1.000 -> 17 kare, truncated=False
  [965/1560] trajectory_id=964 hasta=482 doz=0.100 -> 17 kare, truncated=False
  [966/1560] trajectory_id=965 hasta=482 doz=1.000 -> 17 kare, truncated=False
  [967/1560] trajectory_id=966 hasta=483 doz=0.100 -> 17 kare, truncated=False
  [968/1560] trajectory_id=967 hasta=483 doz=1.000 -> 17 kare, truncated=False
  [969/1560] trajectory_id=968 hasta=484 doz=0.100 -> 17 kare, truncated=False
  [970/1560] trajectory_id=969 hasta=484 doz=1.000 -> 17 kare, truncated=False
  [971/1560] trajectory_id=970 hasta=485 doz=0.100 -> 17 kare, truncated=False
  [972/1560] trajectory_id=971 hasta=485 doz=1.000 -> 17 kare, truncated=False
  [973/1560] trajectory_id=972 hasta=486 doz=0.100 -> 17 kare, truncated=False
  [974/1560] trajectory_id=973 hasta=486 doz=1.000 -> 17 kare, truncated=False
  [975/1560] trajectory_id=974 hasta=487 doz=0.100 -> 17 kare, truncated=False
  [976/1560] trajectory_id=975 hasta=487 doz=1.000 -> 17 kare, truncated=False
  [977/1560] trajectory_id=976 hasta=488 doz=0.100 -> 17 kare, truncated=False
  [978/1560] trajectory_id=977 hasta=488 doz=1.000 -> 17 kare, truncated=False
  [979/1560] trajectory_id=978 hasta=489 doz=0.100 -> 17 kare, truncated=False
  [980/1560] trajectory_id=979 hasta=489 doz=1.000 -> 17 kare, truncated=False
  [981/1560] trajectory_id=980 hasta=490 doz=0.100 -> 17 kare, truncated=False
  [982/1560] trajectory_id=981 hasta=490 doz=1.000 -> 17 kare, truncated=False
  [983/1560] trajectory_id=983 hasta=491 doz=1.000 -> 17 kare, truncated=False
  [984/1560] trajectory_id=984 hasta=492 doz=0.100 -> 17 kare, truncated=False
  [985/1560] trajectory_id=982 hasta=491 doz=0.100 -> 17 kare, truncated=False
  [986/1560] trajectory_id=986 hasta=493 doz=0.100 -> 17 kare, truncated=False
  [987/1560] trajectory_id=985 hasta=492 doz=1.000 -> 17 kare, truncated=False
  [988/1560] trajectory_id=987 hasta=493 doz=1.000 -> 17 kare, truncated=False
  [989/1560] trajectory_id=990 hasta=495 doz=0.100 -> 17 kare, truncated=False
  [990/1560] trajectory_id=989 hasta=494 doz=1.000 -> 17 kare, truncated=False
  [991/1560] trajectory_id=991 hasta=495 doz=1.000 -> 17 kare, truncated=False
  [992/1560] trajectory_id=988 hasta=494 doz=0.100 -> 17 kare, truncated=False
  [993/1560] trajectory_id=992 hasta=496 doz=0.100 -> 17 kare, truncated=False
  [994/1560] trajectory_id=993 hasta=496 doz=1.000 -> 17 kare, truncated=False
  [995/1560] trajectory_id=994 hasta=497 doz=0.100 -> 17 kare, truncated=False
  [996/1560] trajectory_id=996 hasta=498 doz=0.100 -> 17 kare, truncated=False
  [997/1560] trajectory_id=997 hasta=498 doz=1.000 -> 17 kare, truncated=False
  [998/1560] trajectory_id=995 hasta=497 doz=1.000 -> 17 kare, truncated=False
  [999/1560] trajectory_id=998 hasta=499 doz=0.100 -> 17 kare, truncated=False
  [1000/1560] trajectory_id=999 hasta=499 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 00:47:57] 1000/1560 trajectory tamamlandý (geçen süre 252.9 dk, tahmini kalan süre 141.6 dk)
  [1001/1560] trajectory_id=1000 hasta=500 doz=0.100 -> 17 kare, truncated=False
  [1002/1560] trajectory_id=1001 hasta=500 doz=1.000 -> 17 kare, truncated=False
  [1003/1560] trajectory_id=1002 hasta=501 doz=0.100 -> 17 kare, truncated=False
  [1004/1560] trajectory_id=1003 hasta=501 doz=1.000 -> 17 kare, truncated=False
  [1005/1560] trajectory_id=1004 hasta=502 doz=0.100 -> 17 kare, truncated=False
  [1006/1560] trajectory_id=1005 hasta=502 doz=1.000 -> 17 kare, truncated=False
  [1007/1560] trajectory_id=1006 hasta=503 doz=0.100 -> 17 kare, truncated=False
  [1008/1560] trajectory_id=1007 hasta=503 doz=1.000 -> 17 kare, truncated=False
  [1009/1560] trajectory_id=1008 hasta=504 doz=0.100 -> 17 kare, truncated=False
  [1010/1560] trajectory_id=1009 hasta=504 doz=1.000 -> 17 kare, truncated=False
  [1011/1560] trajectory_id=1010 hasta=505 doz=0.100 -> 17 kare, truncated=False
  [1012/1560] trajectory_id=1011 hasta=505 doz=1.000 -> 17 kare, truncated=False
  [1013/1560] trajectory_id=1012 hasta=506 doz=0.100 -> 17 kare, truncated=False
  [1014/1560] trajectory_id=1013 hasta=506 doz=1.000 -> 17 kare, truncated=False
  [1015/1560] trajectory_id=1014 hasta=507 doz=0.100 -> 17 kare, truncated=False
  [1016/1560] trajectory_id=1015 hasta=507 doz=1.000 -> 17 kare, truncated=False
  [1017/1560] trajectory_id=1016 hasta=508 doz=0.100 -> 17 kare, truncated=False
  [1018/1560] trajectory_id=1017 hasta=508 doz=1.000 -> 17 kare, truncated=False
  [1019/1560] trajectory_id=1018 hasta=509 doz=0.100 -> 17 kare, truncated=False
  [1020/1560] trajectory_id=1019 hasta=509 doz=1.000 -> 17 kare, truncated=False
  [1021/1560] trajectory_id=1020 hasta=510 doz=0.100 -> 17 kare, truncated=False
  [1022/1560] trajectory_id=1021 hasta=510 doz=1.000 -> 17 kare, truncated=False
  [1023/1560] trajectory_id=1022 hasta=511 doz=0.100 -> 17 kare, truncated=False
  [1024/1560] trajectory_id=1023 hasta=511 doz=1.000 -> 17 kare, truncated=False
  [1025/1560] trajectory_id=1024 hasta=512 doz=0.100 -> 17 kare, truncated=False
  [1026/1560] trajectory_id=1025 hasta=512 doz=1.000 -> 17 kare, truncated=False
  [1027/1560] trajectory_id=1026 hasta=513 doz=0.100 -> 17 kare, truncated=False
  [1028/1560] trajectory_id=1027 hasta=513 doz=1.000 -> 17 kare, truncated=False
  [1029/1560] trajectory_id=1028 hasta=514 doz=0.100 -> 17 kare, truncated=False
  [1030/1560] trajectory_id=1029 hasta=514 doz=1.000 -> 17 kare, truncated=False
  [1031/1560] trajectory_id=1030 hasta=515 doz=0.100 -> 17 kare, truncated=False
  [1032/1560] trajectory_id=1032 hasta=516 doz=0.100 -> 17 kare, truncated=False
  [1033/1560] trajectory_id=1033 hasta=516 doz=1.000 -> 17 kare, truncated=False
  [1034/1560] trajectory_id=1034 hasta=517 doz=0.100 -> 17 kare, truncated=False
  [1035/1560] trajectory_id=1031 hasta=515 doz=1.000 -> 17 kare, truncated=False
  [1036/1560] trajectory_id=1035 hasta=517 doz=1.000 -> 17 kare, truncated=False
  [1037/1560] trajectory_id=1036 hasta=518 doz=0.100 -> 17 kare, truncated=False
  [1038/1560] trajectory_id=1037 hasta=518 doz=1.000 -> 17 kare, truncated=False
  [1039/1560] trajectory_id=1038 hasta=519 doz=0.100 -> 17 kare, truncated=False
  [1040/1560] trajectory_id=1039 hasta=519 doz=1.000 -> 17 kare, truncated=False
  [1041/1560] trajectory_id=1040 hasta=520 doz=0.100 -> 17 kare, truncated=False
  [1042/1560] trajectory_id=1041 hasta=520 doz=1.000 -> 17 kare, truncated=False
  [1043/1560] trajectory_id=1042 hasta=521 doz=0.100 -> 17 kare, truncated=False
  [1044/1560] trajectory_id=1043 hasta=521 doz=1.000 -> 17 kare, truncated=False
  [1045/1560] trajectory_id=1044 hasta=522 doz=0.100 -> 17 kare, truncated=False
  [1046/1560] trajectory_id=1045 hasta=522 doz=1.000 -> 17 kare, truncated=False
  [1047/1560] trajectory_id=1046 hasta=523 doz=0.100 -> 17 kare, truncated=False
  [1048/1560] trajectory_id=1047 hasta=523 doz=1.000 -> 17 kare, truncated=False
  [1049/1560] trajectory_id=1048 hasta=524 doz=0.100 -> 17 kare, truncated=False
  [1050/1560] trajectory_id=1049 hasta=524 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 00:59:12] 1050/1560 trajectory tamamlandý (geçen süre 264.1 dk, tahmini kalan süre 128.3 dk)
  [1051/1560] trajectory_id=1050 hasta=525 doz=0.100 -> 17 kare, truncated=False
  [1052/1560] trajectory_id=1051 hasta=525 doz=1.000 -> 17 kare, truncated=False
  [1053/1560] trajectory_id=1052 hasta=526 doz=0.100 -> 17 kare, truncated=False
  [1054/1560] trajectory_id=1053 hasta=526 doz=1.000 -> 17 kare, truncated=False
  [1055/1560] trajectory_id=1054 hasta=527 doz=0.100 -> 17 kare, truncated=False
  [1056/1560] trajectory_id=1055 hasta=527 doz=1.000 -> 17 kare, truncated=False
  [1057/1560] trajectory_id=1057 hasta=528 doz=1.000 -> 17 kare, truncated=False
  [1058/1560] trajectory_id=1056 hasta=528 doz=0.100 -> 17 kare, truncated=False
  [1059/1560] trajectory_id=1058 hasta=529 doz=0.100 -> 17 kare, truncated=False
  [1060/1560] trajectory_id=1059 hasta=529 doz=1.000 -> 17 kare, truncated=False
  [1061/1560] trajectory_id=1060 hasta=530 doz=0.100 -> 17 kare, truncated=False
  [1062/1560] trajectory_id=1061 hasta=530 doz=1.000 -> 17 kare, truncated=False
  [1063/1560] trajectory_id=1062 hasta=531 doz=0.100 -> 17 kare, truncated=False
  [1064/1560] trajectory_id=1063 hasta=531 doz=1.000 -> 17 kare, truncated=False
  [1065/1560] trajectory_id=1064 hasta=532 doz=0.100 -> 17 kare, truncated=False
  [1066/1560] trajectory_id=1065 hasta=532 doz=1.000 -> 17 kare, truncated=False
  [1067/1560] trajectory_id=1066 hasta=533 doz=0.100 -> 17 kare, truncated=False
  [1068/1560] trajectory_id=1067 hasta=533 doz=1.000 -> 17 kare, truncated=False
  [1069/1560] trajectory_id=1070 hasta=535 doz=0.100 -> 17 kare, truncated=False
  [1070/1560] trajectory_id=1069 hasta=534 doz=1.000 -> 17 kare, truncated=False
  [1071/1560] trajectory_id=1068 hasta=534 doz=0.100 -> 17 kare, truncated=False
  [1072/1560] trajectory_id=1071 hasta=535 doz=1.000 -> 17 kare, truncated=False
  [1073/1560] trajectory_id=1072 hasta=536 doz=0.100 -> 17 kare, truncated=False
  [1074/1560] trajectory_id=1073 hasta=536 doz=1.000 -> 17 kare, truncated=False
  [1075/1560] trajectory_id=1074 hasta=537 doz=0.100 -> 17 kare, truncated=False
  [1076/1560] trajectory_id=1075 hasta=537 doz=1.000 -> 17 kare, truncated=False
  [1077/1560] trajectory_id=1076 hasta=538 doz=0.100 -> 17 kare, truncated=False
  [1078/1560] trajectory_id=1077 hasta=538 doz=1.000 -> 17 kare, truncated=False
  [1079/1560] trajectory_id=1078 hasta=539 doz=0.100 -> 17 kare, truncated=False
  [1080/1560] trajectory_id=1079 hasta=539 doz=1.000 -> 17 kare, truncated=False
  [1081/1560] trajectory_id=1080 hasta=540 doz=0.100 -> 17 kare, truncated=False
  [1082/1560] trajectory_id=1081 hasta=540 doz=1.000 -> 17 kare, truncated=False
  [1083/1560] trajectory_id=1082 hasta=541 doz=0.100 -> 17 kare, truncated=False
  [1084/1560] trajectory_id=1083 hasta=541 doz=1.000 -> 17 kare, truncated=False
  [1085/1560] trajectory_id=1084 hasta=542 doz=0.100 -> 17 kare, truncated=False
  [1086/1560] trajectory_id=1085 hasta=542 doz=1.000 -> 17 kare, truncated=False
  [1087/1560] trajectory_id=1086 hasta=543 doz=0.100 -> 17 kare, truncated=False
  [1088/1560] trajectory_id=1087 hasta=543 doz=1.000 -> 17 kare, truncated=False
  [1089/1560] trajectory_id=1088 hasta=544 doz=0.100 -> 17 kare, truncated=False
  [1090/1560] trajectory_id=1089 hasta=544 doz=1.000 -> 17 kare, truncated=False
  [1091/1560] trajectory_id=1090 hasta=545 doz=0.100 -> 17 kare, truncated=False
  [1092/1560] trajectory_id=1092 hasta=546 doz=0.100 -> 17 kare, truncated=False
  [1093/1560] trajectory_id=1091 hasta=545 doz=1.000 -> 17 kare, truncated=False
  [1094/1560] trajectory_id=1093 hasta=546 doz=1.000 -> 17 kare, truncated=False
  [1095/1560] trajectory_id=1094 hasta=547 doz=0.100 -> 17 kare, truncated=False
  [1096/1560] trajectory_id=1095 hasta=547 doz=1.000 -> 17 kare, truncated=False
  [1097/1560] trajectory_id=1096 hasta=548 doz=0.100 -> 17 kare, truncated=False
  [1098/1560] trajectory_id=1097 hasta=548 doz=1.000 -> 17 kare, truncated=False
  [1099/1560] trajectory_id=1099 hasta=549 doz=1.000 -> 17 kare, truncated=False
  [1100/1560] trajectory_id=1098 hasta=549 doz=0.100 -> 17 kare, truncated=False
[2026-07-31 01:09:59] 1100/1560 trajectory tamamlandý (geçen süre 274.9 dk, tahmini kalan süre 115.0 dk)
  [1101/1560] trajectory_id=1100 hasta=550 doz=0.100 -> 17 kare, truncated=False
  [1102/1560] trajectory_id=1101 hasta=550 doz=1.000 -> 17 kare, truncated=False
  [1103/1560] trajectory_id=1102 hasta=551 doz=0.100 -> 17 kare, truncated=False
  [1104/1560] trajectory_id=1103 hasta=551 doz=1.000 -> 17 kare, truncated=False
  [1105/1560] trajectory_id=1104 hasta=552 doz=0.100 -> 17 kare, truncated=False
  [1106/1560] trajectory_id=1105 hasta=552 doz=1.000 -> 17 kare, truncated=False
  [1107/1560] trajectory_id=1106 hasta=553 doz=0.100 -> 17 kare, truncated=False
  [1108/1560] trajectory_id=1107 hasta=553 doz=1.000 -> 17 kare, truncated=False
  [1109/1560] trajectory_id=1108 hasta=554 doz=0.100 -> 17 kare, truncated=False
  [1110/1560] trajectory_id=1109 hasta=554 doz=1.000 -> 17 kare, truncated=False
  [1111/1560] trajectory_id=1110 hasta=555 doz=0.100 -> 17 kare, truncated=False
  [1112/1560] trajectory_id=1111 hasta=555 doz=1.000 -> 17 kare, truncated=False
  [1113/1560] trajectory_id=1112 hasta=556 doz=0.100 -> 17 kare, truncated=False
  [1114/1560] trajectory_id=1113 hasta=556 doz=1.000 -> 17 kare, truncated=False
  [1115/1560] trajectory_id=1114 hasta=557 doz=0.100 -> 17 kare, truncated=False
  [1116/1560] trajectory_id=1115 hasta=557 doz=1.000 -> 17 kare, truncated=False
  [1117/1560] trajectory_id=1116 hasta=558 doz=0.100 -> 17 kare, truncated=False
  [1118/1560] trajectory_id=1117 hasta=558 doz=1.000 -> 17 kare, truncated=False
  [1119/1560] trajectory_id=1118 hasta=559 doz=0.100 -> 17 kare, truncated=False
  [1120/1560] trajectory_id=1119 hasta=559 doz=1.000 -> 17 kare, truncated=False
  [1121/1560] trajectory_id=1120 hasta=560 doz=0.100 -> 17 kare, truncated=False
  [1122/1560] trajectory_id=1121 hasta=560 doz=1.000 -> 17 kare, truncated=False
  [1123/1560] trajectory_id=1122 hasta=561 doz=0.100 -> 17 kare, truncated=False
  [1124/1560] trajectory_id=1123 hasta=561 doz=1.000 -> 17 kare, truncated=False
  [1125/1560] trajectory_id=1124 hasta=562 doz=0.100 -> 17 kare, truncated=False
  [1126/1560] trajectory_id=1125 hasta=562 doz=1.000 -> 17 kare, truncated=False
  [1127/1560] trajectory_id=1126 hasta=563 doz=0.100 -> 17 kare, truncated=False
  [1128/1560] trajectory_id=1127 hasta=563 doz=1.000 -> 17 kare, truncated=False
  [1129/1560] trajectory_id=1128 hasta=564 doz=0.100 -> 17 kare, truncated=False
  [1130/1560] trajectory_id=1129 hasta=564 doz=1.000 -> 17 kare, truncated=False
  [1131/1560] trajectory_id=1130 hasta=565 doz=0.100 -> 17 kare, truncated=False
  [1132/1560] trajectory_id=1131 hasta=565 doz=1.000 -> 17 kare, truncated=False
  [1133/1560] trajectory_id=1132 hasta=566 doz=0.100 -> 17 kare, truncated=False
  [1134/1560] trajectory_id=1133 hasta=566 doz=1.000 -> 17 kare, truncated=False
  [1135/1560] trajectory_id=1134 hasta=567 doz=0.100 -> 17 kare, truncated=False
  [1136/1560] trajectory_id=1135 hasta=567 doz=1.000 -> 17 kare, truncated=False
  [1137/1560] trajectory_id=1136 hasta=568 doz=0.100 -> 17 kare, truncated=False
  [1138/1560] trajectory_id=1137 hasta=568 doz=1.000 -> 17 kare, truncated=False
  [1139/1560] trajectory_id=1138 hasta=569 doz=0.100 -> 17 kare, truncated=False
  [1140/1560] trajectory_id=1140 hasta=570 doz=0.100 -> 17 kare, truncated=False
  [1141/1560] trajectory_id=1141 hasta=570 doz=1.000 -> 17 kare, truncated=False
  [1142/1560] trajectory_id=1139 hasta=569 doz=1.000 -> 17 kare, truncated=False
  [1143/1560] trajectory_id=1142 hasta=571 doz=0.100 -> 17 kare, truncated=False
  [1144/1560] trajectory_id=1143 hasta=571 doz=1.000 -> 17 kare, truncated=False
  [1145/1560] trajectory_id=1144 hasta=572 doz=0.100 -> 17 kare, truncated=False
  [1146/1560] trajectory_id=1145 hasta=572 doz=1.000 -> 17 kare, truncated=False
  [1147/1560] trajectory_id=1146 hasta=573 doz=0.100 -> 17 kare, truncated=False
  [1148/1560] trajectory_id=1147 hasta=573 doz=1.000 -> 17 kare, truncated=False
  [1149/1560] trajectory_id=1148 hasta=574 doz=0.100 -> 17 kare, truncated=False
  [1150/1560] trajectory_id=1149 hasta=574 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 01:20:51] 1150/1560 trajectory tamamlandý (geçen süre 285.8 dk, tahmini kalan süre 101.9 dk)
  [1151/1560] trajectory_id=1150 hasta=575 doz=0.100 -> 17 kare, truncated=False
  [1152/1560] trajectory_id=1151 hasta=575 doz=1.000 -> 17 kare, truncated=False
  [1153/1560] trajectory_id=1152 hasta=576 doz=0.100 -> 17 kare, truncated=False
  [1154/1560] trajectory_id=1153 hasta=576 doz=1.000 -> 17 kare, truncated=False
  [1155/1560] trajectory_id=1154 hasta=577 doz=0.100 -> 17 kare, truncated=False
  [1156/1560] trajectory_id=1156 hasta=578 doz=0.100 -> 17 kare, truncated=False
  [1157/1560] trajectory_id=1155 hasta=577 doz=1.000 -> 17 kare, truncated=False
  [1158/1560] trajectory_id=1157 hasta=578 doz=1.000 -> 17 kare, truncated=False
  [1159/1560] trajectory_id=1158 hasta=579 doz=0.100 -> 17 kare, truncated=False
  [1160/1560] trajectory_id=1159 hasta=579 doz=1.000 -> 17 kare, truncated=False
  [1161/1560] trajectory_id=1160 hasta=580 doz=0.100 -> 17 kare, truncated=False
  [1162/1560] trajectory_id=1161 hasta=580 doz=1.000 -> 17 kare, truncated=False
  [1163/1560] trajectory_id=1162 hasta=581 doz=0.100 -> 17 kare, truncated=False
  [1164/1560] trajectory_id=1163 hasta=581 doz=1.000 -> 17 kare, truncated=False
  [1165/1560] trajectory_id=1164 hasta=582 doz=0.100 -> 17 kare, truncated=False
  [1166/1560] trajectory_id=1165 hasta=582 doz=1.000 -> 17 kare, truncated=False
  [1167/1560] trajectory_id=1166 hasta=583 doz=0.100 -> 17 kare, truncated=False
  [1168/1560] trajectory_id=1167 hasta=583 doz=1.000 -> 17 kare, truncated=False
  [1169/1560] trajectory_id=1168 hasta=584 doz=0.100 -> 17 kare, truncated=False
  [1170/1560] trajectory_id=1170 hasta=585 doz=0.100 -> 17 kare, truncated=False
  [1171/1560] trajectory_id=1169 hasta=584 doz=1.000 -> 17 kare, truncated=False
  [1172/1560] trajectory_id=1171 hasta=585 doz=1.000 -> 17 kare, truncated=False
  [1173/1560] trajectory_id=1172 hasta=586 doz=0.100 -> 17 kare, truncated=False
  [1174/1560] trajectory_id=1173 hasta=586 doz=1.000 -> 17 kare, truncated=False
  [1175/1560] trajectory_id=1174 hasta=587 doz=0.100 -> 17 kare, truncated=False
  [1176/1560] trajectory_id=1175 hasta=587 doz=1.000 -> 17 kare, truncated=False
  [1177/1560] trajectory_id=1177 hasta=588 doz=1.000 -> 17 kare, truncated=False
  [1178/1560] trajectory_id=1179 hasta=589 doz=1.000 -> 17 kare, truncated=False
  [1179/1560] trajectory_id=1178 hasta=589 doz=0.100 -> 17 kare, truncated=False
  [1180/1560] trajectory_id=1176 hasta=588 doz=0.100 -> 17 kare, truncated=False
  [1181/1560] trajectory_id=1180 hasta=590 doz=0.100 -> 17 kare, truncated=False
  [1182/1560] trajectory_id=1182 hasta=591 doz=0.100 -> 17 kare, truncated=False
  [1183/1560] trajectory_id=1183 hasta=591 doz=1.000 -> 17 kare, truncated=False
  [1184/1560] trajectory_id=1184 hasta=592 doz=0.100 -> 17 kare, truncated=False
  [1185/1560] trajectory_id=1185 hasta=592 doz=1.000 -> 17 kare, truncated=False
  [1186/1560] trajectory_id=1181 hasta=590 doz=1.000 -> 17 kare, truncated=False
  [1187/1560] trajectory_id=1186 hasta=593 doz=0.100 -> 17 kare, truncated=False
  [1188/1560] trajectory_id=1187 hasta=593 doz=1.000 -> 17 kare, truncated=False
  [1189/1560] trajectory_id=1188 hasta=594 doz=0.100 -> 17 kare, truncated=False
  [1190/1560] trajectory_id=1189 hasta=594 doz=1.000 -> 17 kare, truncated=False
  [1191/1560] trajectory_id=1190 hasta=595 doz=0.100 -> 17 kare, truncated=False
  [1192/1560] trajectory_id=1191 hasta=595 doz=1.000 -> 17 kare, truncated=False
  [1193/1560] trajectory_id=1192 hasta=596 doz=0.100 -> 17 kare, truncated=False
  [1194/1560] trajectory_id=1193 hasta=596 doz=1.000 -> 17 kare, truncated=False
  [1195/1560] trajectory_id=1194 hasta=597 doz=0.100 -> 17 kare, truncated=False
  [1196/1560] trajectory_id=1195 hasta=597 doz=1.000 -> 17 kare, truncated=False
  [1197/1560] trajectory_id=1196 hasta=598 doz=0.100 -> 17 kare, truncated=False
  [1198/1560] trajectory_id=1197 hasta=598 doz=1.000 -> 17 kare, truncated=False
  [1199/1560] trajectory_id=1198 hasta=599 doz=0.100 -> 17 kare, truncated=False
  [1200/1560] trajectory_id=1199 hasta=599 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 01:32:20] 1200/1560 trajectory tamamlandý (geçen süre 297.2 dk, tahmini kalan süre 89.2 dk)
  [1201/1560] trajectory_id=1200 hasta=600 doz=0.100 -> 17 kare, truncated=False
  [1202/1560] trajectory_id=1201 hasta=600 doz=1.000 -> 17 kare, truncated=False
  [1203/1560] trajectory_id=1202 hasta=601 doz=0.100 -> 17 kare, truncated=False
  [1204/1560] trajectory_id=1203 hasta=601 doz=1.000 -> 17 kare, truncated=False
  [1205/1560] trajectory_id=1204 hasta=602 doz=0.100 -> 17 kare, truncated=False
  [1206/1560] trajectory_id=1205 hasta=602 doz=1.000 -> 17 kare, truncated=False
  [1207/1560] trajectory_id=1206 hasta=603 doz=0.100 -> 17 kare, truncated=False
  [1208/1560] trajectory_id=1207 hasta=603 doz=1.000 -> 17 kare, truncated=False
  [1209/1560] trajectory_id=1208 hasta=604 doz=0.100 -> 17 kare, truncated=False
  [1210/1560] trajectory_id=1209 hasta=604 doz=1.000 -> 17 kare, truncated=False
  [1211/1560] trajectory_id=1210 hasta=605 doz=0.100 -> 17 kare, truncated=False
  [1212/1560] trajectory_id=1211 hasta=605 doz=1.000 -> 17 kare, truncated=False
  [1213/1560] trajectory_id=1212 hasta=606 doz=0.100 -> 17 kare, truncated=False
  [1214/1560] trajectory_id=1213 hasta=606 doz=1.000 -> 17 kare, truncated=False
  [1215/1560] trajectory_id=1214 hasta=607 doz=0.100 -> 17 kare, truncated=False
  [1216/1560] trajectory_id=1215 hasta=607 doz=1.000 -> 17 kare, truncated=False
  [1217/1560] trajectory_id=1216 hasta=608 doz=0.100 -> 17 kare, truncated=False
  [1218/1560] trajectory_id=1217 hasta=608 doz=1.000 -> 17 kare, truncated=False
  [1219/1560] trajectory_id=1218 hasta=609 doz=0.100 -> 17 kare, truncated=False
  [1220/1560] trajectory_id=1219 hasta=609 doz=1.000 -> 17 kare, truncated=False
  [1221/1560] trajectory_id=1220 hasta=610 doz=0.100 -> 17 kare, truncated=False
  [1222/1560] trajectory_id=1221 hasta=610 doz=1.000 -> 17 kare, truncated=False
  [1223/1560] trajectory_id=1222 hasta=611 doz=0.100 -> 17 kare, truncated=False
  [1224/1560] trajectory_id=1224 hasta=612 doz=0.100 -> 17 kare, truncated=False
  [1225/1560] trajectory_id=1223 hasta=611 doz=1.000 -> 17 kare, truncated=False
  [1226/1560] trajectory_id=1225 hasta=612 doz=1.000 -> 17 kare, truncated=False
  [1227/1560] trajectory_id=1226 hasta=613 doz=0.100 -> 17 kare, truncated=False
  [1228/1560] trajectory_id=1227 hasta=613 doz=1.000 -> 17 kare, truncated=False
  [1229/1560] trajectory_id=1228 hasta=614 doz=0.100 -> 17 kare, truncated=False
  [1230/1560] trajectory_id=1230 hasta=615 doz=0.100 -> 17 kare, truncated=False
  [1231/1560] trajectory_id=1229 hasta=614 doz=1.000 -> 17 kare, truncated=False
  [1232/1560] trajectory_id=1231 hasta=615 doz=1.000 -> 17 kare, truncated=False
  [1233/1560] trajectory_id=1232 hasta=616 doz=0.100 -> 17 kare, truncated=False
  [1234/1560] trajectory_id=1233 hasta=616 doz=1.000 -> 17 kare, truncated=False
  [1235/1560] trajectory_id=1234 hasta=617 doz=0.100 -> 17 kare, truncated=False
  [1236/1560] trajectory_id=1235 hasta=617 doz=1.000 -> 17 kare, truncated=False
  [1237/1560] trajectory_id=1236 hasta=618 doz=0.100 -> 17 kare, truncated=False
  [1238/1560] trajectory_id=1237 hasta=618 doz=1.000 -> 17 kare, truncated=False
  [1239/1560] trajectory_id=1238 hasta=619 doz=0.100 -> 17 kare, truncated=False
  [1240/1560] trajectory_id=1239 hasta=619 doz=1.000 -> 17 kare, truncated=False
  [1241/1560] trajectory_id=1240 hasta=620 doz=0.100 -> 17 kare, truncated=False
  [1242/1560] trajectory_id=1242 hasta=621 doz=0.100 -> 17 kare, truncated=False
  [1243/1560] trajectory_id=1241 hasta=620 doz=1.000 -> 17 kare, truncated=False
  [1244/1560] trajectory_id=1243 hasta=621 doz=1.000 -> 17 kare, truncated=False
  [1245/1560] trajectory_id=1244 hasta=622 doz=0.100 -> 17 kare, truncated=False
